State,county,diff,votes_gop,votes_dem,total_votes,confirmed_cases,TOT_POP,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18"
TN,Perry,2160,2775,615,3428,854,8923,1439,1976,1514,642,25.8,35.5,27.2,11.5
AL,Pickens,1572,5594,4022,9668,1613,19930,2829,5352,4425,1959,19.4,36.7,30.4,13.5
GA,Pickens,11286,14110,2824,17167,2116,19930,3376,6492,7160,5298,15.1,29.1,32.1,23.7
SC,Pickens,29262,42907,13645,57546,14059,19930,11698,23327,23397,18953,15.1,30.1,30.2,24.5
AL,Pike,2406,8042,5636,13841,1568,33114,3660,6405,4657,4536,19,33.3,24.2,23.6
AR,Pike,2875,3519,644,4246,683,33114,1153,2946,2364,1113,15.2,38.9,31.2,14.7
GA,Pike,7622,9127,1505,10720,887,33114,1599,5019,3701,1957,13,40.9,30.1,15.9
IN,Pike,3277,4692,1415,6220,1232,33114,1119,3733,2699,1202,12.8,42.6,30.8,13.7
MO,Pike,4146,5863,1717,7695,1453,33114,2048,5771,2916,2065,16,45.1,22.8,16.1
PA,Pike,6194,19213,13019,32554,1994,33114,2897,13849,12616,11397,7.1,34,31,28
AL,Randolph,6356,8559,2203,10837,1168,22722,3340,5719,4329,2350,21.2,36.3,27.5,14.9
AR,Randolph,4140,5355,1215,6812,1431,22722,2121,4362,4066,1719,17.3,35.6,33.1,14
GA,Randolph,-281,1390,1671,3073,420,22722,1129,1737,1260,545,24.2,37.2,27,11.7
IN,Randolph,5799,8312,2513,11070,2183,22722,2286,7383,5203,2487,13.2,42.5,30,14.3
MO,Randolph,5533,8018,2485,10744,1790,22722,2345,6078,6122,2626,13.7,35.4,35.7,15.3
NC,Randolph,41276,56894,15618,73316,8584,22722,18335,33355,31381,15559,18.6,33.8,31.8,15.8
WV,Randolph,5311,8673,3362,12200,1325,22722,3398,10165,4009,3431,16.2,48.4,19.1,16.3
AL,Russell,-1364,9864,11228,21329,2985,57961,6495,12583,13434,6438,16.7,32.3,34.5,16.5
KS,Russell,2174,2765,591,3429,798,57961,538,1420,1893,1349,10.3,27.3,36.4,25.9
KY,Russell,6188,7519,1331,8955,1456,57961,3059,4523,3291,1604,24.5,36.3,26.4,12.9
AL,St. Clair,28422,36166,7744,44441,6893,89512,9255,21865,19587,9991,15.2,36,32.3,16.5
IL,St. Clair,-11175,57150,68325,128104,25947,89512,16396,50928,62152,48663,9.2,28.6,34.9,27.3
MI,St. Clair,27822,59185,31363,92064,7098,89512,10689,38628,42500,20564,9.5,34.4,37.8,18.3
MO,St. Clair,2944,3932,988,4974,562,89512,1105,2958,1965,935,15.9,42.5,28.2,13.4
AL,Shelby,46432,79700,33268,114950,17773,217702,11258,29106,42634,60424,7.8,20.3,29.7,42.1
IN,Shelby,9545,14568,5023,19991,4348,217702,3679,13118,7971,5977,12,42.7,25.9,19.4
IA,Shelby,2738,4697,1959,6795,1103,217702,665,2976,2895,1719,8.1,36.1,35.1,20.8
MO,Shelby,2108,2700,592,3350,346,217702,413,1777,1273,709,9.9,42.6,30.5,17
TN,Shelby,-116290,129815,246105,382055,78169,217702,72057,167979,180080,189720,11.8,27.5,29.5,31.1
TX,Shelby,5907,7975,2068,10084,822,217702,4072,5444,4438,2366,25,33.4,27.2,14.5
AL,Sumter,-3050,1598,4648,6291,859,12427,1238,2969,1936,1715,15.8,37.8,24.6,21.8
GA,Sumter,-581,5733,6314,12148,1664,12427,3683,6333,5496,3548,19.3,33.2,28.8,18.6
SC,Sumter,-6379,21000,27379,48920,7555,12427,11427,21621,23897,12888,16.4,31,34.2,18.5
AL,Talladega,9097,22235,13138,35663,4706,79978,10671,19607,17827,8017,19,34.9,31.8,14.3
AL,Tallapoosa,9104,14963,5859,20991,2489,40367,5581,9402,8355,5244,19.5,32.9,29.2,18.3
AL,Tuscaloosa,13352,51117,37765,90172,15383,209355,14748,38097,36040,38669,11.6,29.9,28.3,30.3
AL,Walker,21168,26002,4834,31170,5330,63521,8606,16685,14479,5204,19.1,37.1,32.2,11.6
GA,Walker,17403,23173,5770,29354,5097,63521,8731,17461,14315,7662,18.1,36.2,29.7,15.9
TX,Walker,7491,15375,7884,23612,7010,63521,6864,17830,11985,9535,14.9,38.6,25.9,20.6
AL,Washington,4306,6564,2258,8876,1056,16326,2243,4954,2996,1276,19.6,43.2,26.1,11.1
AR,Washington,3680,47504,43824,94266,21405,16326,20771,36295,35712,45385,15,26.3,25.8,32.8
GA,Washington,-75,4668,4743,9477,1487,16326,2805,6012,3344,1975,19.8,42.5,23.7,14
ID,Washington,3081,4154,1073,5344,837,16326,998,2576,2442,1043,14.1,36.5,34.6,14.8
IN,Washington,6330,9114,2784,12139,1956,16326,2967,8387,5327,2535,15.4,43.6,27.7,13.2
IA,Washington,2410,6971,4561,11765,2285,16326,1336,5888,4537,3214,8.9,39.3,30.3,21.5
KS,Washington,1865,2332,467,2843,472,16326,362,1461,1273,788,9.3,37.6,32.8,20.3
ME,Washington,3433,10194,6761,17357,408,16326,2710,9099,6645,4854,11.6,39,28.5,20.8
MD,Washington,14180,40224,26044,67779,11471,16326,13723,37982,30357,22409,13.1,36.4,29.1,21.4
MN,Washington,-15401,73764,89165,166786,20017,16326,6889,35951,53768,73505,4,21.1,31.6,43.2
MO,Washington,6243,8047,1804,9976,2073,16326,4026,6679,4930,1615,23.3,38.7,28.6,9.4
NY,Washington,4376,15941,11565,28138,1875,16326,5519,17111,13058,9151,12.3,38.2,29.1,20.4
NC,Washington,-615,2781,3396,6205,765,16326,1683,2998,2759,946,20.1,35.8,32.9,11.3
OR,Washington,-110867,99073,209940,320326,0,16326,33294,69211,120704,173384,8.4,17.5,30.4,43.7
PA,Washington,26992,72080,45088,118478,8338,16326,10551,56878,37408,43968,7.1,38.2,25.1,29.5
TN,Washington,21806,40444,18638,60203,10784,16326,9861,24962,23877,28075,11.4,28.8,27.5,32.4
TX,Washington,8698,12959,4261,17418,2738,16326,3302,7554,6541,5790,14.2,32.6,28.2,25
UT,Washington,46764,67294,20530,90476,18884,16326,7654,23856,42537,28437,7.5,23.3,41.5,27.7
WI,Washington,33587,60237,26650,88070,13286,16326,4939,28658,31889,28989,5.2,30.3,33.8,30.7
AL,Wilcox,-2215,1833,4048,5903,888,10373,1662,2903,1738,901,23.1,40.3,24.1,12.5
GA,Wilcox,1541,2402,861,3279,431,10373,1123,3069,1425,720,17.7,48.4,22.5,11.4
AL,Winston,9221,10195,974,11284,2016,23629,3755,6420,4683,2326,21.9,37.4,27.3,13.5
AZ,Cochise,11825,35557,23732,60473,10469,125922,11215,20560,35576,20116,12.8,23.5,40.7,23
KS,Graham,830,1052,222,1302,112,38837,168,665,569,499,8.8,35,29.9,26.2
NC,Graham,2805,3710,905,4665,328,38837,1151,2249,1827,815,19,37.2,30.2,13.5
AZ,Mohave,53704,78535,24831,104705,17787,212181,22957,54288,58539,20104,14.7,34.8,37.6,12.9
AZ,Santa Cruz,-6944,6194,13138,19561,7382,46498,7127,7957,8006,6138,24.4,27.2,27.4,21
CA,Santa Cruz,-87309,26937,114246,144796,13606,46498,24323,28222,54710,71610,13.6,15.8,30.6,40
AZ,Yavapai,41925,91527,49602,143280,16638,235099,16623,44214,67706,43270,9.7,25.7,39.4,25.2
AZ,Yuma,4324,36534,32210,69926,35181,213787,36452,33924,41128,19315,27.9,25.9,31.4,14.8
AR,Arkansas,2486,4304,1818,6292,1201,17486,2121,4774,3646,1937,17,38.3,29.2,15.5
AR,Ashley,3423,5548,2125,7926,1352,19657,2465,5563,4066,1838,17.7,39.9,29.2,13.2
AR,Baxter,11201,15836,4635,21007,1819,41932,3747,11090,11007,5802,11.8,35,34.8,18.3
AR,Benton,31716,73965,42249,119912,19282,279141,20120,49182,44756,54780,11.9,29.1,26.5,32.4
IN,Benton,1998,3007,1009,4114,890,279141,614,2516,1710,985,10.5,43.2,29.4,16.9
IA,Benton,4028,9188,5160,14642,2181,279141,1085,6420,6167,3999,6.1,36.3,34.9,22.6
MN,Benton,7102,14382,7280,22260,4094,279141,2027,8233,10274,5979,7.6,31.1,38.8,22.6
MO,Benton,5929,8109,2180,10476,1392,279141,2068,5974,4632,1965,14.1,40.8,31.6,13.4
OR,Benton,-20949,14878,35827,52799,0,279141,2479,7563,15157,29165,4.6,13.9,27.9,53.6
TN,Benton,4139,5668,1529,7260,1177,279141,2263,5500,2576,1484,19.1,46.5,21.8,12.6
WA,Benton,21659,60365,38706,103033,13804,279141,12365,30438,45039,37566,9.9,24.3,35.9,30
AR,Boone,10588,13652,3064,17114,2549,37432,3375,8779,9652,4145,13,33.8,37.2,16
IN,Boone,7107,22351,15244,38520,5731,37432,2699,9025,10117,20445,6.4,21.3,23.9,48.3
IA,Boone,2392,8695,6303,15340,2288,37432,1054,5965,6871,4578,5.7,32.3,37.2,24.8
MO,Boone,-11418,38646,50064,91168,16648,37432,6161,22382,28440,48512,5.8,21.2,27,46
WV,Boone,4775,6816,2041,9012,1290,37432,3294,8202,3362,1354,20.3,50.6,20.7,8.4
AR,Bradley,1121,2335,1214,3654,945,10763,1352,3120,1880,1142,18,41.6,25.1,15.2
TN,Bradley,25353,35204,9851,45865,9929,10763,11143,22898,21332,15569,15.7,32.3,30.1,21.9
AL,Calhoun,19885,35101,15216,50983,9021,5189,12620,25653,26643,14219,15.9,32.4,33.7,18
AR,Calhoun,1157,1636,479,2182,268,5189,649,1636,1013,452,17.3,43.6,27,12.1
GA,Calhoun,-340,923,1263,2198,426,5189,1217,1863,1218,446,25.7,39.3,25.7,9.4
IA,Calhoun,2219,3689,1470,5258,1251,5189,418,2557,2677,1371,6,36.4,38.1,19.5
MI,Calhoun,7344,36221,28877,66281,7838,5189,8123,33106,30526,19318,8.9,36.4,33.5,21.2
SC,Calhoun,400,4305,3905,8291,1065,5189,1532,3978,3131,2047,14.3,37.2,29.3,19.2
TX,Calhoun,3493,5641,2148,7856,1424,5189,2788,4819,4699,2169,19.3,33.3,32.5,15
WV,Calhoun,1796,2364,568,2971,192,5189,1053,2655,1164,605,19.2,48.5,21.3,11
AR,Carroll,3401,7424,4023,11797,2210,28380,2788,6788,6055,4015,14.2,34.6,30.8,20.4
GA,Carroll,21240,37476,16236,54472,6475,28380,11868,24160,21819,14982,16.3,33.2,30,20.6
IN,Carroll,4862,7086,2224,9495,1663,28380,1511,5684,4353,2401,10.8,40.7,31.2,17.2
IA,Carroll,4283,7737,3454,11335,2597,28380,892,5013,4823,3070,6.5,36.3,35,22.2
MD,Carroll,23762,60218,36456,100327,6983,28380,9045,34707,30950,41280,7.8,29.9,26.7,35.6
MO,Carroll,2920,3706,786,4532,796,28380,835,2796,1501,1054,13.5,45.2,24.3,17
TN,Carroll,6646,9205,2559,11905,2256,28380,3479,8060,4527,3326,17.9,41.6,23.3,17.2
AR,Chicot,-508,1752,2260,4103,1421,10118,1451,2954,2012,1110,19.3,39.2,26.7,14.7
AR,Clark,1178,4616,3438,8395,1514,22320,1422,4021,4090,3642,10.8,30.5,31,27.6
ID,Clark,223,264,41,311,44,22320,232,140,128,92,39.2,23.6,21.6,15.5
IN,Clark,10575,33668,23093,57869,11206,22320,8607,27298,27219,16676,10.8,34.2,34.1,20.9
KS,Clark,742,885,143,1048,123,22320,91,389,487,445,6.4,27.5,34.5,31.5
MO,Clark,1994,2672,678,3394,443,22320,714,2101,1320,644,14.9,44,27.6,13.5
NV,Clark,-90922,430930,521852,972510,214780,22320,208782,415643,483389,347159,14.3,28.6,33.2,23.9
SD,Clark,936,1373,437,1850,295,22320,222,999,795,460,9,40.3,32.1,18.6
WA,Clark,-14021,126303,140324,275403,17281,22320,23932,74791,120819,93232,7.7,23.9,38.6,29.8
WI,Clark,5478,10002,4524,14898,3103,22320,3927,9018,6258,2484,18.1,41.6,28.9,11.5
AL,Clay,4334,5601,1267,6930,1073,14551,2275,3366,2700,944,24.5,36.3,29.1,10.2
AR,Clay,3124,4086,962,5183,1201,14551,2047,4363,2944,1228,19.3,41.2,27.8,11.6
GA,Clay,-154,637,791,1435,171,14551,443,927,647,173,20.2,42.3,29.5,7.9
IN,Clay,6947,9499,2552,12267,2293,14551,1520,8082,5530,3061,8.4,44.4,30.4,16.8
IA,Clay,3475,6137,2662,8969,1761,14551,745,3906,4210,2584,6.5,34.1,36.8,22.6
KS,Clay,2246,3129,883,4134,787,14551,397,1688,2044,1542,7,29.8,36,27.2
MN,Clay,-1314,15043,16357,32239,6543,14551,1950,9675,13699,12747,5.1,25.4,36,33.5
MO,Clay,5205,64605,59400,126569,7502,14551,11012,46437,50816,52696,6.8,28.8,31.6,32.7
NC,Clay,3413,5112,1699,6893,536,14551,958,2834,2616,1890,11.5,34.2,31.5,22.8
SD,Clay,-627,2456,3083,5698,1601,14551,286,1510,1793,3372,4.1,21.7,25.8,48.4
TN,Clay,1998,2733,735,3506,673,14551,1084,2579,1114,818,19.4,46.1,19.9,14.6
TX,Clay,4455,5069,614,5741,874,14551,703,2958,2440,1393,9.4,39.5,32.6,18.6
WV,Clay,2038,2679,641,3365,311,14551,1503,3302,785,586,24.3,53.5,12.7,9.5
AL,Cleburne,5809,6484,675,7227,1163,24919,2364,4135,2518,1428,22.6,39.6,24.1,13.7
AR,Cleburne,8340,10328,1988,12680,1268,24919,2865,7630,5464,2796,15.3,40.7,29.1,14.9
AR,Cleveland,2216,2867,651,3600,518,7956,649,2689,1438,920,11.4,47.2,25.2,16.2
NC,Cleveland,16843,33798,16955,51308,8809,7956,10650,23073,21169,11566,16,34.7,31.9,17.4
AR,Columbia,2686,5500,2814,8616,1217,23457,2210,5880,3602,3028,15,39.9,24.5,20.6
GA,Columbia,20781,50013,29232,80575,9726,23457,7185,24250,31747,34160,7.4,24.9,32.6,35.1
NY,Columbia,-5922,14464,20386,35522,3001,23457,4392,13918,13036,14260,9.6,30.5,28.6,31.3
OR,Columbia,3315,17150,13835,32221,0,23457,3464,12409,13812,6445,9.6,34.3,38.2,17.8
PA,Columbia,9566,20098,10532,31171,3792,23457,4394,19016,10581,9871,10,43.4,24.1,22.5
WA,Columbia,1086,1754,668,2495,83,23457,245,728,1309,755,8.1,24,43.1,24.9
WI,Columbia,517,16927,16410,33869,4847,23457,2837,13637,14447,9336,7,33.9,35.9,23.2
AR,Conway,3079,5694,2615,8685,1568,20846,2059,6333,3871,2329,14.1,43.4,26.5,16
AR,Craighead,13637,25558,11921,38511,10661,110332,7370,23120,19413,17809,10.9,34.1,28.7,26.3
AR,Crawford,13648,18607,4959,24091,5077,63257,6227,15708,13588,6432,14.8,37.4,32.4,15.3
GA,Crawford,2813,4428,1615,6102,466,63257,1447,3458,2967,907,16.5,39.4,33.8,10.3
IN,Crawford,2128,3483,1355,4944,839,63257,1331,3447,1832,854,17.8,46.2,24.5,11.4
IA,Crawford,2634,4854,2220,7154,2394,63257,2481,4021,3234,1428,22.2,36,29,12.8
KS,Crawford,3866,10045,6179,16718,4222,63257,2122,6598,7759,6880,9.1,28.2,33.2,29.5
MI,Crawford,2415,5087,2672,7861,531,63257,1142,3512,3795,1950,11,33.8,36.5,18.8
MO,Crawford,6612,8725,2113,10973,1994,63257,3868,6631,4464,1893,22.9,39.3,26.5,11.2
PA,Crawford,15635,28559,12924,42004,4794,63257,6397,27728,13318,12459,10.7,46.3,22.2,20.8
WI,Crawford,667,4620,3953,8695,1639,63257,1053,4682,3847,2074,9,40.2,33,17.8
AR,Crittenden,-1181,7333,8514,16367,5041,47955,5461,10890,9132,5607,17.6,35,29.4,18
AR,Cross,3174,4946,1772,6942,1438,16419,1974,4768,2964,1771,17.2,41.5,25.8,15.4
AL,Dallas,-6706,5524,12230,17864,2402,7009,5135,9368,8076,4021,19.3,35.2,30.4,15.1
AR,Dallas,610,1573,963,2649,593,7009,862,2284,1401,721,16.4,43.4,26.6,13.7
IA,Dallas,1108,27987,26879,56022,9375,7009,2562,9851,15319,27049,4.7,18,28,49.4
MO,Dallas,5239,6619,1380,8104,793,7009,2046,4785,3122,1406,18,42.1,27.5,12.4
TX,Dallas,-291500,307076,598576,921638,229090,7009,351441,372587,418128,506554,21.3,22.6,25.4,30.7
AR,Desha,-95,1921,2016,4164,997,11361,1677,3487,1772,984,21.2,44,22.4,12.4
AR,Drew,1923,4349,2426,6908,1478,18219,1744,4150,3414,2420,14.9,35.4,29.1,20.6
AR,Faulkner,16074,34421,18347,54428,8156,126007,6483,22846,22986,22472,8.7,30.5,30.7,30
AL,Franklin,8290,10376,2086,12578,3227,17715,4835,7666,5632,2679,23.2,36.8,27.1,12.9
AR,Franklin,4377,5677,1300,7129,1135,17715,2106,4844,3701,1423,17.4,40.1,30.7,11.8
GA,Franklin,7476,9069,1593,10765,2118,17715,3072,6169,4047,2077,20,40.1,26.3,13.5
ID,Franklin,5188,5845,657,6664,810,17715,694,2869,2909,1427,8.8,36.3,36.8,18.1
IN,Franklin,7554,9691,2137,12000,1538,17715,1845,6674,3986,3083,11.8,42.8,25.6,19.8
IA,Franklin,1796,3422,1626,5130,1057,17715,672,2566,2629,1264,9.4,36,36.9,17.7
KS,Franklin,4703,8326,3623,12247,2248,17715,1261,6615,5812,3315,7.4,38.9,34.2,19.5
ME,Franklin,685,8754,8069,17390,628,17715,1584,8013,6475,5474,7.4,37.2,30.1,25.4
MA,Franklin,-18829,11201,30030,42458,1787,17715,3670,14911,14843,19786,6.9,28,27.9,37.2
MO,Franklin,23489,38058,14569,53685,8052,17715,8476,23225,24949,14241,12,32.8,35.2,20.1
NY,Franklin,415,9668,9253,19268,1571,17715,4702,13421,10631,6934,13.2,37.6,29.8,19.4
NC,Franklin,5022,20901,15879,37351,4546,17715,7114,13198,14976,9526,15.9,29.5,33.4,21.3
PA,Franklin,34823,57245,22422,80783,10040,17715,13451,45685,25413,22455,12.6,42.7,23.7,21
TN,Franklin,9123,13987,4864,19132,3706,17715,3616,11350,7516,5876,12.8,40,26.5,20.7
TX,Franklin,3357,4161,804,5009,432,17715,820,2175,2550,1715,11.3,30,35.1,23.6
WA,Franklin,4699,18039,13340,32404,10287,17715,13130,13527,16428,9026,25.2,26,31.5,17.3
AR,Fulton,2926,3961,1035,5119,734,12477,1364,3282,3140,1043,15.4,37.2,35.6,11.8
GA,Fulton,-242965,137247,380212,523779,68471,12477,54469,125382,153965,352847,7.9,18.3,22.4,51.4
IN,Fulton,4414,6694,2280,9147,1690,12477,1748,5606,4542,2003,12.6,40.3,32.7,14.4
NY,Fulton,7447,15378,7931,23744,2617,12477,4872,13795,13080,6853,12.6,35.7,33.9,17.8
PA,Fulton,5739,6824,1085,7977,599,12477,1331,5462,2269,1404,12.7,52.2,21.7,13.4
AR,Garland,15024,29069,14045,44199,7127,99386,8243,22357,26033,14335,11.6,31.5,36.7,20.2
AR,Grant,5526,6794,1268,8200,997,18265,1065,5517,3625,2287,8.5,44.2,29,18.3
IN,Grant,10528,18543,8015,27159,6158,18265,5767,18007,13006,7584,13,40.6,29.3,17.1
KS,Grant,1413,1910,497,2452,950,18265,1201,1264,1368,697,26.5,27.9,30.2,15.4
MN,Grant,969,2269,1300,3654,444,18265,270,1427,1716,822,6.4,33.7,40.5,19.4
NM,Grant,-1037,6553,7590,14435,1292,18265,2578,5107,6860,5461,12.9,25.5,34.3,27.3
ND,Grant,938,1145,207,1381,181,18265,157,664,648,310,8.8,37.3,36.4,17.4
OR,Grant,2616,3545,929,4596,0,18265,617,1832,2012,1034,11.2,33.3,36.6,18.8
SD,Grant,1562,2618,1056,3745,816,18265,465,2204,1510,881,9.2,43.6,29.8,17.4
WA,Grant,12945,24764,11819,37680,6005,18265,13685,15218,18239,10072,23.9,26.6,31.9,17.6
WV,Grant,4264,4871,607,5509,876,18265,1640,3869,1798,1231,19.2,45.3,21.1,14.4
WI,Grant,3144,14142,10998,25608,4512,18265,2448,11589,10458,7310,7.7,36.4,32.9,23
AL,Greene,-3009,875,3884,4775,679,45325,1406,2149,1689,589,24.1,36.8,29,10.1
AR,Greene,9612,12670,3058,16100,4409,45325,3767,13130,8074,4734,12.7,44.2,27.2,15.9
GA,Greene,2979,7066,4087,11244,1292,45325,2133,4259,2998,3273,16.8,33.6,23.7,25.8
IN,Greene,7714,11103,3389,14784,2485,45325,2803,9505,7123,3369,12.3,41.7,31.2,14.8
IA,Greene,1454,3223,1769,5057,705,45325,399,2486,2136,1265,6.3,39.5,34,20.1
MO,Greene,28562,83630,55068,141800,26127,45325,15773,52936,62556,56756,8.4,28.2,33.3,30.2
NY,Greene,3925,14271,10346,25194,2369,45325,4523,13526,9555,7823,12.8,38.2,27,22.1
NC,Greene,1042,4874,3832,8753,1735,45325,3870,4861,4640,1571,25.9,32.5,31.1,10.5
PA,Greene,7668,12579,4911,17669,1790,45325,3317,12222,6014,4810,12.6,46.4,22.8,18.2
TN,Greene,17060,22259,5199,28087,5504,45325,8117,20945,12752,7564,16.4,42.4,25.8,15.3
AR,Hempstead,2332,4470,2138,6848,1283,21532,2734,5317,4161,2178,19,36.9,28.9,15.1
AR,Hot Spring,6120,9202,3082,12557,4050,33771,3495,9489,7464,3526,14.6,39.6,31.1,14.7
AR,Howard,2027,3367,1340,4834,927,13202,1515,3312,2733,1308,17.1,37.3,30.8,14.7
IN,Howard,13146,26449,13303,40630,8599,13202,6351,20794,17783,12110,11.1,36.5,31.2,21.2
IA,Howard,1355,3127,1772,4958,905,13202,613,2575,2186,942,9.7,40.8,34.6,14.9
MD,Howard,-81043,48390,129433,183062,14631,13202,9527,29650,42897,130437,4.5,14,20.2,61.4
MO,Howard,2140,3553,1413,5092,694,13202,761,2530,1674,1606,11.6,38.5,25.5,24.4
TX,Howard,5985,8054,2069,10240,2924,13202,5200,8382,8318,3070,20.8,33.6,33.3,12.3
AR,Independence,8444,11250,2806,14512,2316,37825,3577,9016,7804,4754,14.2,35.8,31,18.9
AR,Izard,3610,4631,1021,5810,1190,13629,1511,3825,3393,1397,14.9,37.8,33.5,13.8
AL,Jackson,15953,19670,3717,23636,5302,16719,6526,15181,10238,5280,17.5,40.8,27.5,14.2
AR,Jackson,2228,3593,1365,5091,2388,16719,2600,5061,3408,1254,21.1,41.1,27.7,10.2
GA,Jackson,21860,29502,7642,37675,7406,16719,7216,14274,13437,9306,16.3,32.3,30.4,21
IN,Jackson,10253,14555,4302,19238,4394,16719,4002,12955,8199,4626,13.4,43.5,27.5,15.5
IA,Jackson,2911,6940,4029,11135,1993,16719,1046,5705,4313,2568,7.7,41.9,31.6,18.8
KS,Jackson,2583,4435,1852,6468,1151,16719,496,3522,3064,1921,5.5,39.1,34,21.3
MI,Jackson,15377,47372,31995,80861,13098,16719,10304,36202,39822,23483,9.4,33,36.3,21.4
MN,Jackson,2203,3948,1745,5819,817,16719,489,2435,2624,1564,6.9,34.2,36.9,22
MO,Jackson,-73307,126535,199842,333063,28474,16719,45492,133015,145567,144748,9.7,28.4,31,30.9
NC,Jackson,1765,11356,9591,21428,2275,16719,3141,7205,8407,8226,11.6,26.7,31.2,30.5
OR,Jackson,4391,63869,59478,127165,0,16719,15862,40186,54988,41866,10.4,26.3,36,27.4
SD,Jackson,379,738,359,1115,246,16719,324,623,538,384,17.3,33.3,28.8,20.5
TN,Jackson,2983,4118,1135,5323,847,16719,1846,4014,1942,772,21.5,46.8,22.6,9
TX,Jackson,4198,5231,1033,6340,1359,16719,1651,3243,3359,1587,16.8,33,34.1,16.1
WV,Jackson,6886,10093,3207,13508,1412,16719,2623,9076,5374,3533,12.7,44,26.1,17.1
WI,Jackson,1535,5791,4256,10184,2548,16719,1676,5781,4921,2089,11.6,40,34,14.4
AL,Jefferson,-42845,138843,181688,325848,60544,66824,46025,120037,137208,145462,10.3,26.8,30.6,32.4
AR,Jefferson,-5460,9521,14981,25158,6307,66824,6620,18270,14074,8432,14,38.5,29.7,17.8
GA,Jefferson,-521,3537,4058,7639,1439,66824,2657,4399,2429,1175,24.9,41.3,22.8,11
ID,Jefferson,10438,12099,1661,14173,1685,66824,1749,4440,6220,3616,10.9,27.7,38.8,22.6
IN,Jefferson,4932,9663,4731,14697,2754,66824,2189,9370,6615,3972,9.9,42.3,29.9,17.9
IA,Jefferson,124,4443,4319,8959,1238,66824,935,3540,4263,4030,7.3,27.7,33.4,31.6
KS,Jefferson,3087,6193,3106,9581,59,66824,858,5350,4121,2899,6.5,40.4,31.2,21.9
KY,Jefferson,-77712,150646,228358,386629,67838,66824,52841,141834,160800,172885,10,26.8,30.4,32.7
MO,Jefferson,39523,77046,37523,116688,20665,66824,17126,48743,56558,30916,11.2,31.8,36.9,20.2
MT,Jefferson,2720,5345,2625,8191,947,66824,441,2435,2764,2909,5.2,28.5,32.3,34
NY,Jefferson,8322,25629,17307,43848,3978,66824,6457,24590,25207,16115,8.9,34,34.8,22.3
OR,Jefferson,2796,7189,4393,11913,0,66824,2215,4680,6010,2911,14,29.6,38,18.4
PA,Jefferson,13433,17960,4527,22824,1575,66824,3239,15712,7260,5136,10.3,50.1,23.2,16.4
TN,Jefferson,13997,18651,4654,23616,3706,66824,5827,14575,10925,6159,15.5,38.9,29.1,16.4
TX,Jefferson,1497,47570,46073,94739,16928,66824,27058,55151,53962,33160,16,32.6,31.9,19.6
WA,Jefferson,-10273,6931,17204,24792,306,66824,1353,5329,8162,10679,5.3,20.9,32,41.8
WV,Jefferson,2906,15033,12127,27703,2882,66824,4128,12401,10170,11911,10.7,32.1,26.3,30.8
WI,Jefferson,7304,27208,19904,47979,7587,66824,4931,19603,19119,14417,8.5,33.8,32.9,24.8
AR,Johnson,4655,6938,2283,9498,2112,26578,3565,7124,3860,2735,20.6,41.2,22.3,15.8
GA,Johnson,1628,2850,1222,4100,707,26578,1531,2959,1537,701,22.8,44,22.8,10.4
IN,Johnson,26483,51219,24736,77618,15598,26578,8059,31283,29384,32041,8,31,29.2,31.8
IA,Johnson,-36252,22925,59177,83851,12496,26578,4100,13985,22501,45730,4.7,16.2,26.1,53
KS,Johnson,-28628,155631,184259,349386,41210,26578,16315,56713,102989,217617,4.1,14.4,26.2,55.3
MO,Johnson,8515,15489,6974,23123,3680,26578,2478,9392,10336,8808,8,30.3,33.3,28.4
TN,Johnson,5222,6468,1246,7801,1902,26578,2772,5687,3571,1538,20.4,41.9,26.3,11.3
TX,Johnson,38164,54628,16464,72005,14503,26578,16223,36008,34875,19545,15.2,33.8,32.7,18.3
WY,Johnson,2984,3881,897,4914,375,26578,271,1793,2301,1768,4.4,29.2,37.5,28.8
AR,Lafayette,918,1757,839,2679,324,6624,909,2055,1192,821,18.3,41.3,24,16.5
MO,Lafayette,7801,12273,4472,17055,2412,6624,2125,9738,6175,4527,9.4,43.2,27.4,20.1
WI,Lafayette,1174,4821,3647,8555,1377,6624,1116,4416,3676,2141,9.8,38.9,32.4,18.9
AL,Lawrence,8760,12322,3562,16031,2169,16406,4919,9710,6028,2738,21,41.5,25.8,11.7
AR,Lawrence,3489,4569,1080,5857,1576,16406,1636,4551,3393,1696,14.5,40.4,30.1,15
IN,Lawrence,10640,15601,4961,21025,4020,16406,3688,13939,9519,4996,11.5,43.4,29.6,15.5
MO,Lawrence,11212,14426,3214,17905,2646,16406,4277,9441,7879,3902,16.8,37,30.9,15.3
PA,Lawrence,13619,29597,15978,46076,4211,16406,6132,27175,15886,13379,9.8,43.4,25.4,21.4
SD,Lawrence,4216,8753,4537,13828,2491,16406,1118,5239,5064,6067,6.4,30,29,34.7
TN,Lawrence,12139,15334,3195,18718,4232,16406,5045,12953,7286,3604,17.5,44.8,25.2,12.5
AL,Lee,14361,42221,27860,71449,7859,8857,9049,22855,30707,32377,9.5,24.1,32.3,34.1
